id,review_body
2760,Très difficile à nettoyer
2761,C'est une coque qui ne vaut pas cher mais qui est quasiment inutile le revêtement qui se met devant l'écran diminue extrêmement la luminosité de l'écran. Tout iphone dans cet étui en ressortira très moche
2762,A tendance à faire un bruit excessif si fort volume à 40 Hz
2763,ces pots sont simples et efficaces pour des épices c'est un peu petit si on achète en grosse quantité
2764,pour connaitre l'intensité pluviale au cours des temps pluvieux en cours d'année facilité de mise en place et d'utilisation
2765,J'ai commencé à offrir ces livres et ma petite fille a hâte d'avoir les suivants.
2766,Produit multi tache Prix imbattable
2767,"rien ne fonctionne aucune notice claire , rien d autres a dire merci a Amazone pour le renbourcement tres rapide"
2768,"Nul , l'axe de fixation ne correspond pas , et ce n'est pas le bon diamètre ce produit est a jeter"
2769,"Protection d'écran, dommage que le film ne couvre pas la totalité de l' écran"
2770,Pour mon fils en attendant le nouveau qui sort en fin d année
2771,Pas assez d'aspiration de la part de la ventouse !! Dommage.
2772,"J’ai commandé 2 exemplaires, les 2 moniteurs comportaient des pixels morts. J’ai retourné les 2 exemplaires pour prendre une autre marque. Je suis probablement tombé sur une mauvaise série. Heureusement, le retour Amazon est gratuit et rapide."
2773,Un simple protège document en plastique assez fin type protège cahier sans élastique ! C'est de la publicité mensongère et ça ne correspond pas à la photo !
2774,Offert ce matin à mon papa. Tout simplement parfait il l a juste tester et l éclairage est vraiment bien. Il a hâte de l installer dans sa salle de bain. Livrée avec tous les accessoires pour le montage.
2775,J ADORE LA TAILLE ET TISSU PARFAIS
2776,"Bonjour. Produit bien reçu dans les temps. Par contre la formule ne contient pas assez d'huile essentielle de thym et le pourcentage n'est pas indiqué, donc moins de 2 %. J'attendais mieux. Cordialement."
2777,"Acheté justement pour des punaises de lit pour plusieurs literies (matelas+sommiers) je me suis dirigé vers cette marque, car j'ai déjà acheté plusieurs modèles Mattress Safe (3 protections) presque quatre fois plus cher... La différence entre des Mattress Safe achetés 105 € pièce. C'est la fermeture qui à un simple scratch intérieur (sécurité moindre) et un lavage en machine sur 40° (ce qui est une limite) alors que la Mattress Safe (lavage à 60° et véritable sécurité ouverture/fermeture). Donc le prix est canon mais je la conseillerai plus pour une protection anti-acariens ou moisissures etc... que pour une véritable protection pour punaise de lit."
2778,2 chaises reçues Les chaises ne sont pas du tout costaud attention
2779,"Voilà un cadeau peu onéreux, que j'ai offert à un chasseur qui a beaucoup apprécié. Il l'a trouvé vraiment très intéressant."
2780,C'est une sauteuse pas mal mais c'est pas de la fonte.
2781,Écran protecteur pas droit. Il y a un jour à la moitié donc sert à rien
2782,Il ne tiens pas dans le long terme et la tablette ne reste pas droite mais il protège
2783,Bof bof qualité pas terribles les baguettes ne s'enfile pas jusqu'àu fond et les Scratch eux se détache tout le temps faut pas le déplacer et faut pas trop le charger non plus sinon côté esthétique il fait son job ...
2784,Merci Amazon de ce prix très léger
2785,J'ai pas reçu l'article. J'attend toujours !!!
2786,Très bonne qualité et facile à utiliser
2787,J’aime pas du tout. Tourne très très lentement et brûle le cheveu je le recommande pas du tout. Très déçue de cet achat!!!
2788,J’ai mis trois notes sur cinq car tout simplement le Le pare soleil a du mal à rester accrocher par moment il faut à chaque fois le remettre sur la fenêtre À chaque fois
2789,J’ai 4 de ces caméras connectées à un nvr synology. Le PTZ fonctionne bien avec l’application native sur un téléphone portable mais très mal en mode ONVIF. Il faut mémoriser des points.
2790,"Article fidèle aux photos. Bon rapport qualité-prix mais poids du pinceau un peu trop moux! Utilisation moyenne, selon les goûts et les habitudes !"
2791,2 sur 6 sont arrivés cassés Dommage
2792,très pratique par contre il est arrivé tordu alors que le carton etait en parfait état.dommage.
2793,objet de mauvaise qualité il s'est cassé au bout d'une semaine
2794,"Pile qui doit être replacée toutes les 30 minutes, clic du milieu qui marche une fois sur deux au mieux."
2795,Beaucoup plus ajouré que prévu. La livraison n'est pas une bonne expérience non plus. J'étais à la maison mais le transporteur a quand même livré chez un voisin un paquet en très mauvais état! Heureusement le contenu n'était pas abîmé!
2796,"J'avais une patogeoire de piscine à la place d'une douche. La moitié du bidon, une heure d'attente et le résultat est parfait. Débouché sans soucis. Je le recommande"
2797,"Produit au prix assez élevé au litre... Mauvais emballage de transport, certains arrivés éventrés"
2798,"A la livraison notre colis contenait une partie endommagée du vélo. Un mail a suffit pour que le vendeur nous renvoie le bloc concerné et ce avec beaucoup de rapidité. Le produit est conforme aux attentes. Bonne qualité et trés pratique, moins fatiguant qu'un vélo debout"
2799,"Très bonne idée et très pratique. A développer. Il manque un système d'arrêt du fil. S'il n'est pas déroulé dans toute sa longueur, il faut alors l'enrouler autour des taquets plastiques dessous pour bien tendre. Mais un des taquets a déjà lâché... Assez fragile. Je vais le conserver mais acheter des taquets métalliques à fixer dessous directement sur le mur pour assurer une meilleure tension et une plus grande résistance. En bref, à parfaire."
2800,N a pas pu utiliser le produit car ne l à pas reçu à temps donc très très déçu mais à l air efficace
2801,"Je suis déçue de mon achat. Le tissu est rêche, donc bien désagréable au toucher... Je ne recommande pas cet article"
2802,"Le l'ai commandé avec le tire racine de la même marque et le duo est redoutable.....si l'un échoue, l'autre arrivera a ses fins."
2803,"Qualité prix ,Bon Rasoir ."
2804,la texture et la longueur correspondent à l'usage que je souhaitais en faire.Il donne assez de volume.Je l'ai associé à une robe vintage années 60 .C'était le jupon parfait pour donner le volume la robe.
2805,"Liveraison rapide . facile d'utilisation, ne pas oublié de le verrouiller quand on a fini pour pas cassé le balancier dedans"
2806,Il me manque un rolls dans le carton je suis déçue ...
2807,C'est ne pas efficace
2808,Un peu déçu de la taille mais bonne qualité
2809,"Les commentaires élogieux sont un peu exagérés. L' histoire et les personnage sont intéressants mais pas assez poussés. Quelques longueurs parfois ou des passages de l' intrigue trop survolés. Et beaucoup de répétitions dans l'écriture tant sur la forme que le fond. Un bon potentiel qui manque de matière. Le côté Fille de la forêt n'est pas assez développé, l' auteur semble parfois manquer d'idées et répète certains dialogues. Bref, c'est sympathique, ça se lit facilement mais il manque quelque chose et certains passages mériteraient d'être retravaillés."
2810,Trop grande pour bébé de 6/7 mois
2811,Déçu. Pas du tout 4G et la connectique charge ne fonctionne plus apres 1an d'utilisation.
2812,Un beau rendu sur une façade de maison.
2813,Très déçu de cette article qui ne fonctionne pas du tout ce n est pas un produit authentique c est une copie fabrication chinoise..Un article acheté pour rien!!!
2814,"le principe est bien. lorsque la patte ressort, ça met de l'eau partout et il faut essuyer après. mon Border n'apprécie pas trop mais se laisse faire. Ne convient pas aux chiens plus gros. Les pattes de mon berger blanc suisse n'entre pas... Je préfère rester au système basique de la serviette..."
2815,"De la merde a ne surtout pas commandé !! j’ai jeté le sachet, tout les clips son fragile et inutilisable"
2816,Publicité mensongère. Le produit ne récupère et n'accroche absolument aucun poil. Je regrette mon achat à 100% et vais très certainement le mettre à la poubelle...
2817,Le livre est arrivée un peu écorché. Ce n'est peut être pas la faute du vendeur mais de la poste. Mais peut être que le colis aurait dû être mieux protégé
2818,Une affreuse expérience je déconseille le site amazon pas de suivi sérieux pas de possibilité de contacter le livreur J'attendrais encore un peut sinon de ferais un retour en attendent je vous déconseille vivement le site
2819,"Si les couleurs sont plutôt sympa et l'éclairage suffisant, le volume du son du réveil n'est pas réglable et les bruitage proposés sont un peu bizarre..."
2820,"Pas de tout satisfaites, en panne dès la première utilisation"
2821,"Le produit est arrivé complètement bleu au niveau du caoutchouc de l'appui du téléphone et non noir comme sur la photo. Avec ma coque, le maintien n'est pas securisant, j'ai donc dû mettre le disque en fer directement sur l'arrière du telephone. En tout cas moi qui voulais un support discret dans la voiture c'est loupé. Pourtant j'avais pris le temps de comparé les differents produits. Très déçu car on n'a pas ce que l'on commande. J'ai racheté un autre model concurrent qui celui-ci est bien conforme et tient parfaitement"
2822,Bague absolument ridicule autant au point de vue de la taille que de la qualité ... Mais bon vu le prix j'aurais du m'en douter !
2823,ma fille la porte de temps en temps en evitant de la mouiller
2824,"Pas grand, pas lourd, facile à utiliser. Et il faut charger du gaz butane."
2825,Beaucoup trop petit Mon XXL est allée. A une personne mettant du S
2826,Pas du tout de bonne qualité il faut tout découper au ciseau sinon le résultat est affreux
2827,"Je l'ai trouvé bien moche par rapport à la photo, c'est bien l'article présenté et il est arrivé bien emballé et non abîmé mais avec une tête qui fait un peu peur... bien moins mignon que sur la photo même si conforme à la description tout de même"
2828,Bon rapport qualité prix Ce produit permet à mes filles d'avoir plusieurs tenues de rechanges pour les barbies Tout de même fragile
2829,Aucune idée ou le colis a été déposé pas dans ma boîte aux lettres Cela est inacceptable Veiller rétablir la situation
2830,Produit conforme au descriptif présenté dans une belle boîte Très beau produit Je ne l'est pas testé c'est pour offrir Livraison dans les délai prévu Encore parfait pour Amazon
2831,"Recette très simple, et tellement simple qu'on s'y retrouve plus ! Même si c'est pour les enfants."
2832,"N'achetez surtout pas cette cuisine, ou devrais je dire cette mini-cuisine. Elle est tout petite et de mauvaise qualité globale."
2833,"il aurait fallu un dessous antidérapant, sinon c'est parfait"
2834,La barquette est trop fine du coup elle arrive cassée sur un angle. Dommage
2835,"J'ai acheté cette armoire en dépannage pour les vêtements, l'armoire est solide pour du plastique, or la tringle pour les vestes ne tient pas si on mets plus de 3 vestes ce qui est dommage. Le tissu est très fragile, deux fois ouvert et l'ouverture été casser."
2836,Sac trop petit et qualité moyenne.
2837,"Le support est pratique, j’ai pu ranger ma console à la verticale. Et les manettes se chargent aussi et sont bien rangés. Il y a un adaptateur pour les consoles plus petites. Le ventilateur est pratique. On peut l’activer ou non. Le ventilateur ne fait pas de bruit et il est très pratique ! Bref pour le prix et sa double fonction je vous recommande"
2838,"Attention, le verre est trop épais pour fonctionner avec des montres tactiles, comme la Garmin Forerunner 620 ! je renvoie mon colis."
2839,"J'ai achetée Click and Grow en version blanche pour l'offrir en cadeau de Noël à ma chérie. A priori elle était ravie mais à l'usage on se rend compte que c'est complètement nul (et je pèse mes mots). 1. Les lampes qui éclairent les plans restent allumées 16h par jour et éclairent énormément. C'est pas terrible le soir. 2. Ces lampes restent allumées même en journée alors qu'il fait un grand soleil dans l'appartement. 3. Ces lampes consomment de l'électricité en quasi-permanence. 4. Ma chérie avait testé avec un plan de basilique pour voir le résultat et le résultat est super moche : le plant est à moitié jauni et noirci (je vais voir pour poster une photo). Seul point positif : ça fait rire nos amis quand ils découvrent l'objet et le résultat et qu'ils demandent son prix. Et celui des recharges. Non sérieusement : faites poussez vos plants d'herbes aromatiques normalement, avec des graines, de l'eau et un pot, ça vous coûtera moins cher et ça sera largement plus satisfaisant. Au pire prenez les en pots au supermarché."
2840,"aspire peu, pas efficace du tout la batterie ne tient pas longtemps"
2841,"Le son n est vraiment pas audible même au volume maximum. Très dommage car il est super léger, joli."
2842,Beau produit mais qui ne correspond pas totalement à mes attentes pour les tracés de mon Bullet Journal : - le papier n'est pas si épais que cela et mes stylos passent au travers sans parler des feutres à l'eau :-( - les feuilles sont trop étroites et je n'ai pas pu y insérer tout ce que je souhaitais tant en largeur qu'en hauteur :-( Produit très esthétique mais je reste malgré tout déçue pour l'utilisation que je souhaitais en faire... obligée de commander un autre carnet à point pour faire mon bullet journal 2019...
2843,Je l ai renvoyé car ce n était pas le bon
2844,Fil de mer.. cassé pour rien
2845,Très bel album conforme à la description et aux photos. Je recommande sans hésiter. La couverture est belle et de bonne qualité.
2846,je suis satisfaite de cet envoi reçu rapidement et qui correspond à ma demande merci et à une prochaine commande
2847,"Pardon, j'aurais bien aimé m'en servir, mais vu que cet adaptateur n'allait pas sur mon ordinateur portable je vous avez dit de vous le ramener , vous avez envoyé des étiquettes pour le retour de la commande, sauf qu'il n'y a aucune possibilité d'imprimer les étiquettes, il n'y a même pas un service PDF pour imprimer ni sur mon imprimante,ni sur celui de la poste. Envoyé moi des étiquettes par la poste, il n'y aura plus de problème comme ça. MERCI."
2848,"Le produit est magnifique, parfait pour une collection, juste légèrement déçu qu'il n'y ait pas des traces et non de quelque personnage emblématique, il manquer également certain lieux mythique. En dehors de cela la carte reste une reproduction fidèle et magnifique. Ratio qualité prix un peu élevé malgré la qualité du produit etc.. Je trouve cela un peu cher. Je recommande tout de même ce produit."
2849,Livraison promise pour le 6 après ma commande du 1 Mais reçue le 9 normal la commande à été postée le 6 de France
2850,Je n'ai pas reçu le produit et je n'ai pas été remboursé.
2851,"Livraison rapide, super PRODUIT qui correspond bien à la description. Vendeur sérieux. Merci"
2852,"Je rencontre un petit soucis, lorsque je suis dehors à faire la randonnée, je ne vois pas ce qu’il Y a écrit sur l’ecrAn, avec la luminosité pourtant mise sur le niveau 5. Est ce normal ?"
2853,"Ce n'est pas mes premieres chaussettes Cat, j'en ai deja achetée des similaires chez Metro magasin d'équipement pro. En a peine un an , portée surtout l'hiver, plusieurs paires présentent de gros trous au niveau des talons. Pas du tout solides, meme si elles sont plutôt chaudes, J'ai un gros doute sur l'authenticité de ces chaussettes caterpillar....Ou alors la qualité a vraiment changée en 5 ans?"
2854,"Après différentes utilisations, les disques se changent vite à cause de l'usure, pour un travail nickel il faut remplacer avec du neuf régulièrement. Pour le prix s'est en rapport de qualité."
2855,structure légère ne pas laisser a des petits
2856,Travaux Et produits défectueux l’es batterie son déjà morte merci Amazon !!!! Produit de merde
2857,Veilleuse très pratique et agréable
2858,Toujours pas reçu le matériel après une relance et un deuxième envoi.... Triste...
2859,"Installés hier soir, en une heure les attaches avec les lanières sont déjà cassées. Bébé n'a pourtant qu'un an, il a tiré une fois dessus et cassé ! Les ""loquets"" ont l'air de tenir pour l'instant. Je vais probablement en racheter mais pas celles-ci."
2860,ma fille a bien aimé les histoires et la chanson. nous avons acheté aussi celui des 4 ans. belle collection
2861,"Verre fendu 2 jours plus je recommande, Peut-être mal installé mais nous verrons pour le prochain."
2862,"Reçu rapidement grâce à Amazon Prime. Achat pour combler une envie passagère, à savoir des Panini. J'ai également fait des croc monsieur avec, ainsi que des gaufres. Résultat: le pain à panini semble ne pas suffisamment cuire au dessus, par contre pas de soucis avec du pain de mie pour faire les croc monsieur. D'ailleurs à titre personnel je préfère utiliser la plaque panini pour les croc monsieur que celle en forme de triangle. Enfin, même constat qu'avec les panini pour les gaufres, le dessus ne cuit pas et donc ne gonfle pas. Point positif tout de même, les plaques sont bien anti-adhésives, pas de soucis de ce côté là. Elles se nettoient facilement (un coup d’essuie tout suffit) Pour finir, un bouton marche arrêt n'aurait pas été de trop."
2863,"Utilisateur inconditionnel Apple, j'ai choisi cette Galaxy Watch pour son look. La compatibilité fonctionne très bien avec un iPhone X, il me semble que toutes les fonctions marchent y compris répondre aux appels. L'autonomie semble correcte, 2 à 3 jours sans soucis, voir plus un écran pas trop gourmand. J'aime beaucoup l'altimètre et baromètre, en revanche, le cardiofréquence me semble peut précis. Le gros plus c'est la molette tournante pour naviguer dans les fonctions, très pratique même avec des gros doigts. Dommage toutefois qu'on ne puisse pas programmer plusieurs alarmes vibrantes sur la journée ou semaine. Un point négatif tout de même, la reconnaissance vocale en anglais (pas de français), également la montre qui parfois se met a parler mais en anglais. C'est un comble pour un produit à ce prix... Globalement Satisfait."
2864,"alors pour vous dire, pour du pain ca va ,mais pour tout ce qui est un sec ou un peu dur ,Eine catastrophe.Moteur plus que limite niveau puissance et surtout qualité du matériel qui est plus que discutable. j'avais une ancienne version de trancheuse de la même marque pendant 16 ans . j'ai donc repris la même marque mais la qualité n'y est plus du tout.le guide se tord dès que l'on a un truc un peu sec a couper.ensuite le ""chariot"" recule d'une 20aines de cms donc pour du lard c'est mort. bref plutôt décu .dommage"
2865,E-cig fonctionne vraiment bien. De tès bonne qualité. Réglée sur 35w je tient +- 2j avec la batterie. Je recommande. Si c'est votre 1ere vape prévoyez du liquide car les liquides fournit avec ne sont pas extra.
2866,Tapis très pratique. Très costaux. A la fois sobre et moderne. Anti dérapant. Conçu pour durer. Vous devriez en concevoir de différentes couleurs.
2867,Trop étroit ne peut pas servir comme paillasson mais uniquement comme déco.c’est un bel objet pour mettre dans une entrée
2868,"Que dire je vient de recevoir le produit, à voire àvec le temps mais sinon montre très class et correspondant toute à fait à la description faite je la recommande vraiment même si faut la changer tous les 6 mois"
2869,"Pas top, les rouleaux tiennent super mal, dommage..."
2870,"Cartouche Epson d'origine donc aucun soucis de qualité et de compatibilité. Par contre rien d'extraordinaire niveau prix, disons que ça m'a évité de me déplacer."
2871,Je l’utilise pour un Brumisateurs de terrasse piloté par télécommande fonctionne très bien pour le moment à voir par la suite
2872,"J’ai utilisé ce produit pour effacer une rayure comme indiqué dans la fonction du produit, mais cela n’a pas du tout fonctionné . Même pas atténué la rayure ."
2873,Considérablement moins cher qu’au super marché quand on les prend en abonnement prime. Je suis toujours agacée par le sur emballage plastique: pourquoi les mettre dans un grand sac de plastique jetable?!! Réelle amélioration possible de la part d’amazon
2874,Très belles pierres mais à l'usage pas convaincu par les 2 petites pierres mises sur le cordon. Il faut les coincer sous le bracelet sinon c'est pénible
2875,"Helas , le son et l'écran ne sont vraiment pas à la hauteur."
2876,"Nous avons reçu la tablette très rapidement, et mon fils l'utilise régulièrement, il réalise de superbes créations et passe des heures dessus. Merci"
2877,"Erreur de préparation OU de conditionnement, j'ai commandé dans le cadre d'une vente flash une version intermédiaire, reçu la version de base. Je retourne le produit;"
2878,"Achetée pour enregistrer des bons moments avec mon enfant, tout en enregistrant la route, cette camera s'avère très pratique et la qualité des vidéos est vraiment excellente. Elle fonctionne comme une camera de voiture classique, mais elle enregistre 2 séries de vidéos, une avec la camera avant et l'autre série avec la camera intérieure. Les vidéos sont placés dans 2 dossiers séparés sur la carte microSD. Ainsi, si vous voulez faire un montage, pour avoir sur la même vidéo les images des 2 cameras il faut utiliser un logiciel séparé (facilement à trouver sur internet). Attention: la camera intérieure filme en noir et blanc seulement. De plus, comme elle focalise à l'intérieur de la voiture, il est très difficile de voir ce qui se passe à l'extérieur de la voiture. Les points positifs de cette camera: - excellente qualité des vidéos - vision nocturne à l'aide de leds infrarouges pour la camera intérieure - accepte les microSD de 128 Gb - compacte par rapport à d'autres caméras double capteur - lumières leds pas dérangeants pendant la conduite de nuit - utilisation facile et intuitive Points à améliorer: - la caméra se fixe à l'aide d'une ventouse ce qui désavantage les voitures à pare-brise très inclinée (Peugeot, Citroen, Opel) car elle reste assez visible depuis l'extérieur. De plus, pour les voitures ayant des capteurs de pluie/lumière, le positionnement de la camera doit se faire plus bas que les capteurs ce qui accentue sa visibilité; - connexion miniUSB sur la camera, j'aurais préférer une microUSB; - une fois connectés, super difficile, voir impossible de démonter la caméra du support ventouse. Donc, il faut retirer tout l'ensemble; - sur le website d'Akaso je n'ai pas trouvé de logiciel de montage vidéo pour cette caméra, peut-être cela viendra dans l'avenir proche."
2879,"super contente de cette coque,c'est vraiment un trompe oeil on diré un porte monaie.couleur rouge magnifique,solide sans etre trop epais je le recommande"
2880,"Cher pour ce que c'est, elles sont très belle mais pour le prix, je m'attendais à des clefs plus fines, vraiment proche des nôtres."
2881,Je suis très déçu... Première commande Amazon d un blu-ray steelbook et je le reçoit dans un simple carton écrasé et bien évidemment endommagé et plié bref....
2882,Très utile. Conforme à la photo.
2883,Une légère latence pouvant être gênants pour certains jeux. ... 10 mots minimums ... 7 mots minimums ... 2 mots.
2884,Pratique pour voir les dossier sur mobile et transférer dun ordi vers mobile et vice versa
2885,Pas volumineux trop fin domage à
2886,Un cable défectueux sur 3 reçus !!! Allo Amazon ?
2887,Commander 2 fois toujours de bonne qualité je re recommande !
2888,Le petit tissu noir devant est déjà tombé ! Pas bien grave mais dommage
2889,Sommier acheté pour mon fils de 12 ans. ...très ferme et à la taille annoncée. Livraison dans les temps et bien emballé dans un carton.
2890,"L'outils est bien pensé, mon fils a choisi ses routines du matin et du soir. Par contre la qualité est franchement moyenne. Il y a des défauts de découpe et les magnets ne tiennent pas tous correctement une fois la face ""cochée"" visible."
2891,Très déçu commandé en noir reçu en marron horrible!! Pas sérieux!!!
2892,Très déçu ses un gadget
2893,Jouer avec des enfants quel bonheur.
2894,"Ayant une voiture correspondant aux critères, mais avec une base un peu large, impossible de faire tenir les élastiques! Et seule, autant dire que je n'installe pas la sangle non plus. Aux premiers vents, la bâche s'est déchirée en plusieurs endroits. Fort heureusement, les attaches de jante tiennent bien... EDIT : Le service client est efficace, au moins, et il m'a été proposé soit de changer la bâche, soit qu'elle me soit remboursée. Bon SAV."
2895,"Voici déjà 3 ans que j'en ai fait l’acquisition. Rien à redire, elle fait des impressions ultra précises pour du domestique, pas de bug, pas fragile, rapide pour photocopier. Les cartouches ""officielle"" pour la faire fonctionner sont presque aussi chères que la machine elle même, mais la qualité ça se paie. Aucun regret."
2896,Effet superbe par contre interrupteur difficile a manipuler. Qualité perçu médiocre
2897,Produit conforme à la description
2898,"Pas encore testé et 18 mots min pour un chiffon, c est beaucoup trop et pénible ! Merci de faire autrement vos eval"
2899,"Parfait cadeau pour des enfants de 9 à 10 ans, assemblage seul et la satisfaction de jouer avec un jouet télécommandé ""fabriqué"" soi même ! Passe partout avec ses chenilles."
2900,Aucun interet. Pas stable du tout. Inconfortable.
2901,Superbe ma fille est aux anges
2902,Article de bonne qualité perçue. Le tube est en acrylique épais dont le toucher fait penser à du verre. Les 2 embouts intègrent des joints toriques. Un peu de graisse silicone aide pour la rotation du tube. Une petite clé allen est fournie. Je vais l'utiliser pour ma vignette d'assurance. Je suis satisfait de cet achat à bon prix.
2903,"Bon, après déballage du produit, il se trouve qu'il ne correspond pas du tout a un étui compatible GoPro Hero 5 mais un étui compatible GoPro Session ... Le 1 étoile c'est juste car l'étui étais pour faire un cadeau à une personne qui partait le lendemain en Australie donc retour a l'envoyeur. Un gros coups de pas de chance."
2904,"Des amis m’ont conseillé cette montre je me suis donc laissé tenter. Je suis agréablement surpris par la qualité et le nombres de fonctions qu’elle possède. Tout d’abord la boite est vraiment soigné et très jolie pour le prix! La montre fonctionne très bien le tactile est réactif, la montre est facile à utiliser et très intuitive! Cette montre comporte un podomètre, un moniteur de sommeil, des rappels sédentaires, l’activité cardiaque, une option pour prendre des photos, une calculatrice, une alarme, un calendrier, un chronomètre etc… Cette montre est vraiment très complète et marche tres bien. Avec cette montre connectée j'arrive a faire beaucoup de choses : suivre mon sommeil, calculer les calories que j'ai brûlé en faisant de sport ou en marchant et voir si j'ai atteint mon objectif ou combien pourcent j'ai atteint, elle m'a aidé vraiment pour faire du sport, de l'autre côté elle est très élégante, et je peux passer des appels ou voir qui m'appelle sans besoin de faire sortit mon téléphone de ma poche, je peux également changer de chanson quand j'écoute de la musique, ou lire les messages reçus. Je suis donc pleinement satisfaite par cette montre et je la recommande vivement."
2905,"Série originale de mon enfance, mais un peu vieillot aujourd’hui."
2906,"Pour annoncer le sexe de bébé, ballon difficile à gonfler prévoir une pompe adapté car ouverture trop large, du coup pas gonfler au Max mais ça a fait son effet."
2907,"Facile à mettre, efficace les premiers jours mais mon chien tire encore."
2908,"Accessoire au top, parfait pour des bases et début d'exercice"
2909,super rapport qualité / prix
2910,Cinq étoiles pour le dessin mais seulement une pour le contenu (notablement inférieur à celui du premier tome).
2911,Bonne qualité Bien emballé et complet
2912,pèse personne qui n'est pas très fiable selon où on le positionne. du coup on évite de le bouger pour avoir à peu près une idée du poids
2913,Délais de livraison trop long
2914,Bon rapport qualité prix le son est bon au niveau des écouteurs le câble à l'aire fragile le micro je ne sais pas ci il fonctionne ou ma sorti pc HS trop tôt pour le dire correct
2915,Pour mon chien qui a peur du bruit Pas trop efficace pour le moment
2916,imprimante canon pixma 2450 vu les explications les cartouches ont été inutilisables!
2917,Ne colle pas tres bien a l ecran pas de la dimension exacte sur les cotes
2918,Compacte mais la finition est légèrement bas de gamme. La. Précision de l'optique est limité des que la batterie commence à être faible.
2919,Huile essentielle de bonne qualité. Reçue rapidement. Acheté pour mettre dans mon diffuseur quelques heures avant d'aller me coucher !
2920,Se décolle sur les côtés incurvé de L'écran. Inutilisable je ne rachèterais pas ce type de produit pour un Samsung galaxie s8
2921,Article reçu mais très mécontente car le colis ainsi que l'emballage de la boite de légos sont éventrés. Trop tard pour renvoyer. Mais très mécontente car ce n'est pas la première fois en peu de temps...
2922,"Acheté pour un anniversaire, les ballons tombent moins de 12h après le gonflage, je déconseille, gaz coupé et/ou de mauvaise qualité."
2923,"Essayé dans plusieurs condition et notamment dans le sud de la France, dans un endroit infesté de moustique.. Pas un seul ne s'est fait attraper... Ma seule prise un papillon de nuit.. En 1 mois.."
2924,Jamais recu cette article
2925,produit conforme a la description
2926,bon produit à voir son efficacité dans le temps
2927,"La pose est en effet assez facile si le support est propre. Malheureusement et comme de nombreux commentaires l'indique, les bords ne collent pas correctement en plus d'être trop étroits par rapport au téléphone. Sinon, il s'agit d'un verre trempé de bonne qualité qui prend effectivement difficilement les traces de doigts."
2928,Bonjour ! Je me permets de vous écrire car je n'ai tjs pas reçu cet article suivant devait être livrer le jeudi 19 juillet 2018. Je n'ai reçu que la paire de lunettes monture marron. Pouvez vous me dire qd je recevrais cet article svp ? Merci d'avance. Cordialement
2929,Super merci beaucoup
2930,Utilisé avec un switch HDMI 3 entrées une sortie acheté aussi sur amazon.
2931,housse pour protéger ma moto qui est stockée dehors manque une accroche pour la roue avant quand le vent souffle
2932,Elle est ravissante et fonctionne très bien ! Mon fils est ravi
2933,Flèche trop fragiles pour un arc à poulie !
2934,"A l air de bonne qualité , emballage parfait livré avec tout les outils ainsi qu un écran de protection , pour récupérer le touch id il faudra le récupérer sur votre écran d origine , le tout monter en 30 -40 mns"
2935,Que certains cercles on été casser... J’ai dû les tailler de manière à ce que cela ne ce voit plus
2936,"franchement,je ne sais pas a quoi peut servir cette mini bâche .si il gèle,elle va coller sur la carrosserie .non je ne sais pas ce quelle protège!!!"
2937,Les bords de la protection laissent des marques sur la peau et au bout d'un moment c'est douloureux dommage car la protection en elle-même est de bonne qualité.
2938,"Je l'ai reçu effectivement mais vu le contenu, on se demande si les paquets ne sont pas pesés et triés avant d'être vendus"
2939,Bien mais reçu avec l’embout cassé donc difficile d’utilisation sans spatule.
2940,"drone reçu, mais télécommande ne fonctionne pas. après un premier contact le vendeur ne me répond plus, j'ai perdu 40€ !!!"
2941,Je suis super déçus de la matière impossible de le mettre sur ma fille de 2ans et mon fils a tendance d’enlever ce qu’il a sur la tête donc je pourrais même pas utiliser ! Ça serait bien de préciser la matière
2942,Ses plus une bache qu'un Tapi je suis decu
2943,"Très déçue. Tout un livre pour finir s'entendre dire qu'il faut adapter son entrainement à sa condition physique. Les notions sont trop ""pro"" et nécessité d'avoir du matériel performant."
2944,"La bouilloire que j'ai commandé n'est pas celle que j'ai reçu. Le vendeur italien sous couvert de vendre sur Amazon, propose le modèle avec indication de la température de chauffe sur le socle, sauf qu'il vous envoie un modèle qui n'est pas celui-là. Il s'agit d'une tromperie et pour le moment ni le vendeur, ni Amazon ne semble prendre en compte ma réclamation... A suivre"
2945,"Enfin un jeu auquel on peut jouer ensemble. Ils ne sont pas si nombreux ou facile a trouver. les enfants aiment tant jouer sur le meme ecran presque main dans la main. Le principe d'avoir 2 manettes... ici je n'ai pas vu d'ecran splitté mais les deux personnages ensemble sur le meme écran donc pour 2 joueurs! Les copains de 12 ans ont apprécié et les echanges, conseils sont appréciables."
2946,"Ce produit taille grand, heureusement que j'ai suivi les conseils d'autres acheteurs. Ce survêtement de taille M me va . Le tissu est un peu plus léger que mon ancien survêtement de même marque."
2947,Produits jamais livré et pas de nouvelles du revendeur depuis un message pour les en informer le 25 août
2948,"Acheté pour Noël 2017, TRES mauvais choix... la batterie est ridicule, pas de matière, cassée en très peu de temps. Mon fils n'avait que 4 ans à ce moment là mais vraiment une belle daube..."
2949,Je viens de recevoir la trotinette casse donc j'en voudrais une autre mais plus solide au même prix en fer pour une enfant de 9 ans car je vous est fait mauvaise appréciation je suis très mécontente
